Date,CE_ENTRY,PE_ENTRY,CE_SL,PE_SL,CE_EXIT,CE_EXIT_TIME,PE_EXIT,PE_EXIT_TIME
7/12/2018,318.6,310,414.18,403,419.2,15:13:59,212.85,15:15:59
10/12/2018,328.15,282,426.595,366.6,302.95,15:15:59,369,14:36:59
11/12/2018,231.8,266.65,301.34,346.645,305.9,11:17:59,82.1,15:15:59
12/12/2018,102.75,137.6,133.575,178.88,135,13:47:59,37.15,15:15:59
13/12/2018,84,62.6,109.2,81.38,0.1,15:15:59,100.9,11:38:59
14/12/2018,226.5,210.75,294.45,273.975,208.75,15:15:59,192.9,15:15:59
14/12/2018,226.5,210.75,294.45,273.975,208.75,15:15:59,192.9,15:15:59
14/12/2018,226.5,210.75,294.45,273.975,208.75,15:15:59,192.9,15:15:59
17/12/2018,166.3,175.95,216.19,228.735,176.75,15:15:59,139.6,15:15:59
18/12/2018,190.55,100.85,247.715,131.105,252.95,13:18:59,29.2,15:15:59
19/12/2018,136.8,105,177.84,136.5,120.15,15:15:59,139,11:13:59
20/12/2018,103,46.5,133.9,60.45,136,12:30:59,62,10:32:59
21/12/2018,240.5,178.25,312.65,231.725,110.7,15:15:59,236.75,12:11:59
21/12/2018,240.5,178.25,312.65,231.725,110.7,15:15:59,236.75,12:11:59
21/12/2018,240.5,178.25,312.65,231.725,110.7,15:15:59,236.75,12:11:59
24/12/2018,172.85,137.15,224.705,178.295,233.4,12:39:59,132.95,15:15:59
24/12/2018,172.85,137.15,224.705,178.295,233.4,12:39:59,132.95,15:15:59
26/12/2018,164.35,94.95,213.655,123.435,214.95,12:12:59,11.4,15:15:59
27/12/2018,63.85,96.65,83.005,125.645,83.65,10:33:59,132.1,12:53:59
28/12/2018,214,198.1,278.2,257.53,175.2,15:15:59,199.95,15:15:59
28/12/2018,214,198.1,278.2,257.53,175.2,15:15:59,199.95,15:15:59
28/12/2018,214,198.1,278.2,257.53,175.2,15:15:59,199.95,15:15:59
31/12/2018,176,158.65,228.8,206.245,176.05,15:15:59,149.25,15:15:59
